,Company Name,ISIN,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5?,BA1.5 Date,Country,Region,Sector,Date,Target,Target Classification,Extension,scope,reduction_percentage,target_year,base_year,perimeter
1186,sustainable AG,,Targets Set,1.5°C,2025,,,,No,,Company,No,,Germany,Europe,Professional Services,01/01/2020,"Sustainable AG commits to reduce absolute scope 1, 2 and 3 GHG emissions 28% by 2025 and 100% by 2050 from a 2018 base year. Sustainable AG also commits to continue annually sourcing 100% renewable electricity through 2025.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C.,,,,,,
1187,Swaraj Engines Limited,INE277A01016,Targets Set,1.5°C,2033,,,,No,,Company,No,,India,Asia,Automobiles and Components,01/09/2020,Swaraj Engines Limited commits to reduce scope 1 and scope 2 GHG emissions 70% per engine manufactured by 2033 from a 2018 base year. Swaraj Engines Limited also commits to reduce scope 3 GHG emissions 30% per engine sold by 2033 from a 2018 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1188,Swedish Match,SE0000310336,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Sweden,Europe,Tobacco,01/03/2019,"Tobacco company Swedish Match commits to reduce absolute scope 1, 2 and 3 GHG emissions 41 % by 2030 and 75 % by 2050 from a 2017 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
1189,Swedish Match,SE0000310336,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Sweden,Europe,Tobacco,01/03/2019,"Tobacco company Swedish Match commits to reduce absolute scope 1, 2 and 3 GHG emissions 41 % by 2030 and 75 % by 2050 from a 2017 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
1190,Swire Coca-Cola Limited,,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/07/2020,Hong Kong,Asia,Food and Beverage Processing,01/07/2020,"Swire Coca-Cola commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2030 from a 2018 base year. Swire Coca-Cola commits to reduce absolute scope 1, 2 and 3 GHG emissions 30% by 2030 from a 2018 base year",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,70%,2030,2018,GHG emissions
1191,Swire Coca-Cola Limited,,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/07/2020,Hong Kong,Asia,Food and Beverage Processing,01/07/2020,"Swire Coca-Cola commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2030 from a 2018 base year. Swire Coca-Cola commits to reduce absolute scope 1, 2 and 3 GHG emissions 30% by 2030 from a 2018 base year",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,70%,2030,2018,GHG emissions
1192,Swire Coca-Cola Limited,,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/07/2020,Hong Kong,Asia,Food and Beverage Processing,01/07/2020,"Swire Coca-Cola commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2030 from a 2018 base year. Swire Coca-Cola commits to reduce absolute scope 1, 2 and 3 GHG emissions 30% by 2030 from a 2018 base year",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1193,Swire Properties Limited,HK0000063609,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/12/2020,Hong Kong,Asia,Real Estate,01/10/2021,"Property developer, owner, and operator Swire Properties Limited commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2025 from a 2019 base year, and 46% by 2030 from a 2019 base year. Swire Properties Limited also commits to reduce scope 3 GHG emissions from downstream leased assets 28% per square meter by 2030 from a 2018 base year, and scope 3 GHG emissions from capital goods 25% per square meter by 2030 from a 2016-2018 base year. *The targetboundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,25%,2025,2019,GHG emissions 
1194,Swire Properties Limited,HK0000063609,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/12/2020,Hong Kong,Asia,Real Estate,01/10/2021,"Property developer, owner, and operator Swire Properties Limited commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2025 from a 2019 base year, and 46% by 2030 from a 2019 base year. Swire Properties Limited also commits to reduce scope 3 GHG emissions from downstream leased assets 28% per square meter by 2030 from a 2018 base year, and scope 3 GHG emissions from capital goods 25% per square meter by 2030 from a 2016-2018 base year. *The targetboundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions 
1195,Swire Properties Limited,HK0000063609,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/12/2020,Hong Kong,Asia,Real Estate,01/10/2021,"Property developer, owner, and operator Swire Properties Limited commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2025 from a 2019 base year, and 46% by 2030 from a 2019 base year. Swire Properties Limited also commits to reduce scope 3 GHG emissions from downstream leased assets 28% per square meter by 2030 from a 2018 base year, and scope 3 GHG emissions from capital goods 25% per square meter by 2030 from a 2016-2018 base year. *The targetboundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,25%,2025,2019,GHG emissions 
1196,Swire Properties Limited,HK0000063609,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/12/2020,Hong Kong,Asia,Real Estate,01/10/2021,"Property developer, owner, and operator Swire Properties Limited commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2025 from a 2019 base year, and 46% by 2030 from a 2019 base year. Swire Properties Limited also commits to reduce scope 3 GHG emissions from downstream leased assets 28% per square meter by 2030 from a 2018 base year, and scope 3 GHG emissions from capital goods 25% per square meter by 2030 from a 2016-2018 base year. *The targetboundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions 
1197,Swisscom,CH0008742519,Targets Set,1.5°C,2020,,,,No,,Company,Yes,01/07/2020,Switzerland,Europe,Telecommunication Services,01/09/2016,"Major telecommunications provider Swisscom commits to reduce its scope 1 GHG emissions by 10%, its scope 2 GHG emissions by 100%, and its scope 3 GHG emissions by 18%, all by 2020 from 2013 levels.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1198,Symrise AG,DE000SYM9999,Targets Set,2°C,"2030, 2020",,,,Yes,,Company,Yes,01/04/2020,Germany,Europe,"Consumer Durables, Household and Personal Products",01/07/2017,"Producer of flavours and fragrances Symrise commits to reduce scope 1 and 2 GHG emissions 18% by 2030, using a 2016 base year. Furthermore, Symrise commits that 80% of key suppliers will institute GHG reduction targets by 2020.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,,,,,
1199,Syngenta,CH0011037469,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Switzerland,Europe,Chemicals,01/10/2019,"Agriculture company Syngenta AG commits to reduce scopes 1, 2 and 3 GHG emissions 68% per value added by 2030 from a 2016 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
1200,Synlait Milk Limited,NZSMLE0001S9,Targets Set,1.5°C,"2028, 2025",,,,No,,Company,Yes,01/09/2021,New Zealand,Oceania,Food and Beverage Processing,01/04/2021,Synlait commits to reduce absolute scope 1 and 2 GHG emissions 45% by FY2028 from a FY2020 base year. *Synlait commits to reduce scope 3 GHG emissions from on-farm purchased goods and services 30% per kg of milk solids within the same time frame. Synlait commits that 6% of its suppliers byemissions covering off-farm purchased goods and services will have science-based targets by FY2025. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1201,"T-Mobile USA, Inc.",US8725901040,Targets Set,1.5°C,FY2030,,,,No,,Company,No,,United States of America (USA),North America,Telecommunication Services,01/02/2022,"T-Mobile commits to reduce absolute scope 1, 2 and 3 GHG emissions 55% by 2030 from a 2020 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1202,"T-Mobile USA, Inc.",US8725901040,Targets Set,1.5°C,FY2030,,,,No,,Company,No,,United States of America (USA),North America,Telecommunication Services,01/02/2022,"T-Mobile commits to reduce absolute scope 1, 2 and 3 GHG emissions 55% by 2030 from a 2020 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1203,Tai Wah Garment Industry Sdn. Bhd.,,Targets Set,1.5°C,2024,,,,No,,Company,Yes,01/12/2020,Malaysia,Asia,"Textiles, Apparel, Footwear and Luxury Goods",01/08/2020,"Tai Wah Garments Industry SDN. BHD. commits to reduce absolute scope 1, 2, and 3 GHG emissions 21% by 2024 from a 2019 base year",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1204,Tai Wah Garment Industry Sdn. Bhd.,,Targets Set,1.5°C,2024,,,,No,,Company,Yes,01/12/2020,Malaysia,Asia,"Textiles, Apparel, Footwear and Luxury Goods",01/08/2020,"Tai Wah Garments Industry SDN. BHD. commits to reduce absolute scope 1, 2, and 3 GHG emissions 21% by 2024 from a 2019 base year",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1205,"TAIHO PHARMACEUTICAL CO., LTD",,Targets Set,2°C,2030,,,,No,,Company,No,,Japan,Asia,"Pharmaceuticals, Biotechnology and Life",01/10/2019,Japanese pharmaceutical company Taiho Pharmaceutical commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2017 base year. Taiho Pharmaceutical also commits to reduce absolute scope 3 GHG emissions 20% by 2030 from a 2017 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,1,30%,2030,2017,GHG emissions
1206,"TAIHO PHARMACEUTICAL CO., LTD",,Targets Set,2°C,2030,,,,No,,Company,No,,Japan,Asia,"Pharmaceuticals, Biotechnology and Life",01/10/2019,Japanese pharmaceutical company Taiho Pharmaceutical commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2017 base year. Taiho Pharmaceutical also commits to reduce absolute scope 3 GHG emissions 20% by 2030 from a 2017 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,2,30%,2030,2017,GHG emissions
1207,"TAIHO PHARMACEUTICAL CO., LTD",,Targets Set,2°C,2030,,,,No,,Company,No,,Japan,Asia,"Pharmaceuticals, Biotechnology and Life",01/10/2019,Japanese pharmaceutical company Taiho Pharmaceutical commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2017 base year. Taiho Pharmaceutical also commits to reduce absolute scope 3 GHG emissions 20% by 2030 from a 2017 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,3,20%,2030,2017,GHG emissions
1208,Taisei Corporation,JP3443600006,Targets Set,2°C,2030,,,,No,,Company,No,,Japan,Asia,Construction and Engineering,01/02/2019,Building construction company Taisei commits to reduce absolute scope 1 and 2 GHG emissions 26% by 2030 from a 2013 base year. Taisei also commits to reduce absolute scope 3 GHG emissions from use of sold products 25% within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,1,26%,2030,2013,GHG emissions
1209,Taisei Corporation,JP3443600006,Targets Set,2°C,2030,,,,No,,Company,No,,Japan,Asia,Construction and Engineering,01/02/2019,Building construction company Taisei commits to reduce absolute scope 1 and 2 GHG emissions 26% by 2030 from a 2013 base year. Taisei also commits to reduce absolute scope 3 GHG emissions from use of sold products 25% within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,2,26%,2030,2013,GHG emissions
1210,Taiwan Cement Corporation,TW0001101004,Targets Set,Well-below 2°C,2025,,,,No,,Company,No,,"Taiwan, Province of China",Asia,Construction Materials,01/07/2020,Taiwan cement manufacturer Taiwan Cement Corp. (TCC) commits to reduce scope 1 GHG emissions 11% per ton of cementitious materials by 2025 from a 2016 base year. Taiwan Cement also commits to reduce scope 2 GHG emissions 32% per ton of cementitious materials within the same timeframe.**The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
1211,"Taiwan Mobile Co., Ltd",TW0003045001,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,"Taiwan, Province of China",Asia,Telecommunication Services,01/06/2021,Taiwan Mobile Co. Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year. Taiwan Mobile Co. Ltd. also commits to reduce absolute scope 3 GHG emissions 15% within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,30%,2030,2019,GHG emissions
1212,"Taiwan Mobile Co., Ltd",TW0003045001,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,"Taiwan, Province of China",Asia,Telecommunication Services,01/06/2021,Taiwan Mobile Co. Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year. Taiwan Mobile Co. Ltd. also commits to reduce absolute scope 3 GHG emissions 15% within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,30%,2030,2019,GHG emissions
1213,Takasago International Corporation,JP3454400007,Targets Set,Well-below 2°C,2031,,,,No,,Company,No,,Japan,Asia,"Consumer Durables, Household and Personal Products",01/06/2021,Takasago International Corporation commits to reduce absolute scope 1 and scope 2 GHG emissions 27.5% by FY2030/31 from a FY2019/20 base year. Takasago International Corporation also commits to reduce absolute scope 3 GHG emissions 13.5% within the same timeframe.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
1214,Takasago Thermal Engineering,,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Japan,Asia,Construction and Engineering,01/03/2021,Takasago Thermal Engineering commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year. Takasago Thermal Engineering also commits to reduce absolute scope 3 GHG emissions 14% by 2030 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,28%,2030,2019,GHG emissions
1215,Takasago Thermal Engineering,,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Japan,Asia,Construction and Engineering,01/03/2021,Takasago Thermal Engineering commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year. Takasago Thermal Engineering also commits to reduce absolute scope 3 GHG emissions 14% by 2030 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,28%,2030,2019,GHG emissions
1216,Takasago Thermal Engineering,,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Japan,Asia,Construction and Engineering,01/03/2021,Takasago Thermal Engineering commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year. Takasago Thermal Engineering also commits to reduce absolute scope 3 GHG emissions 14% by 2030 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,3,14%,2030,2019,GHG emissions
1217,Takeda Pharmaceutical Company,JP3463000004,Targets Set,1.5°C,"2025, 2024",,,,Yes,,Company,Yes,01/07/2021,Japan,Asia,"Pharmaceuticals, Biotechnology and Life",01/04/2020,"Takeda Pharmaceutical Company commits to reduce absolute scope 1 and 2 GHG emissions 40% by FY2025 from a FY2016 base year. Takeda Pharmaceutical Company also commits to reduce absolute scope 1 and 2 GHG emissions 100% by FY2040 from a FY2016 base year. Furthermore, Takeda Pharmaceutical Company commits that 67% of its suppliers by emissions covering purchased goods and services, capital goods and upstream transportation and distribution, will have science-based targets by 2024.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1218,TALAWAKELLE TEA ESTATES PLC,LK0311N00007,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/02/2021,Sri Lanka,Asia,Food Production - Agricultural Production,01/07/2021,Talawakelle Tea Estates PLC commits to reduce absolute scope 1 and scope 2 GHG emissions 50.4% by FY 2029/30 from a FY 2018/19 base year*. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1219,Target Corporation,US87612E1064,Targets Set,2°C,"2030, 2023",,,,Yes,,Company,Yes,01/07/2021,United States of America (USA),North America,Retailing,01/03/2019,US retailer Target commits to reduce absolute scope 1 and 2 emissions and scope 3 GHG emissions from retail purchased goods and services 30% by 2030 from a 2017 base-year. Target also commits that 80% of its suppliers by spend covering all purchased goods and services will set science-based scope 1 and scope 2 targets by 2023.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,,,,,
1220,TATA CHEMICALS LIMITED,INE092A01019,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,India,Asia,Chemicals,01/12/2020,Tata Chemicals Limited commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,28%,2030,2019,GHG emissions
1221,TATA CHEMICALS LIMITED,INE092A01019,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,India,Asia,Chemicals,01/12/2020,Tata Chemicals Limited commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,28%,2030,2019,GHG emissions
1222,Tate & Lyle PLC,,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,United Kingdom (UK),Europe,Food and Beverage Processing,01/09/2020,Tate & Lyle PLC commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year.*Tate & Lyle PLC also commits to reduce absolute scope 3 GHG emissions 15% over the same target period.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,30%,2030,2019,GHG emissions
1223,Tate & Lyle PLC,,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,United Kingdom (UK),Europe,Food and Beverage Processing,01/09/2020,Tate & Lyle PLC commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year.*Tate & Lyle PLC also commits to reduce absolute scope 3 GHG emissions 15% over the same target period.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,30%,2030,2019,GHG emissions
1224,Taylor Wimpey,,Targets Set,1.5°C,"2025, 2030",,,,No,,Company,No,,United Kingdom (UK),Europe,Homebuilding,01/03/2021,Taylor Wimpey plc commits to reduce scope 1 and 2 GHG emissions 36% per 100 m2 of completed floor area by 2025 from a 2019 base year. Taylor Wimpey plc also commits to reduce scope 3 GHG emissions 24% per 100 m2 of completed floor area by 2030 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1225,Tchibo GmbH,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/04/2020,Germany,Europe,Retailing,01/05/2020,Tchibo GmbH commits to reduce absolute scope 1 and 2 GHG emissions 51% by 2030 from a 2018 base year. Tchibo GmbH also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,51%,2030,2018,GHG emissions
1226,Tchibo GmbH,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/04/2020,Germany,Europe,Retailing,01/05/2020,Tchibo GmbH commits to reduce absolute scope 1 and 2 GHG emissions 51% by 2030 from a 2018 base year. Tchibo GmbH also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,51%,2030,2018,GHG emissions
1227,Tchibo GmbH,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/04/2020,Germany,Europe,Retailing,01/05/2020,Tchibo GmbH commits to reduce absolute scope 1 and 2 GHG emissions 51% by 2030 from a 2018 base year. Tchibo GmbH also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,3,15%,2030,2018,GHG emissions
1228,TDC A/S,DK0060228559,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/08/2019,Denmark,Europe,Telecommunication Services,01/08/2021,TDC A/S commits to reduce absolute scope 1 and 2 GHG emissions 56% by 2030 from a 2020 base year. TDC A/S also commits to reduce absolute scope 3 GHG emissions 42% over the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,56%,2030,2020,GHG emissions
1229,TDC A/S,DK0060228559,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/08/2019,Denmark,Europe,Telecommunication Services,01/08/2021,TDC A/S commits to reduce absolute scope 1 and 2 GHG emissions 56% by 2030 from a 2020 base year. TDC A/S also commits to reduce absolute scope 3 GHG emissions 42% over the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,56%,2030,2020,GHG emissions
1230,Tech Mahindra,INE669C01036,Targets Set,2°C,2030,,,,No,,Company,Yes,01/06/2020,India,Asia,Software and Services,01/02/2019,"Indian multinational provider of information technology Tech Mahindra commits to reduce absolute scopes 1 and 2 GHG emissions 22% by 2030 and 50% by 2050, from a 2016 base-year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,,,,,
1231,Tele2 AB,,Targets Set,1.5°C,"2025, 2029",,,,No,,Company,No,,Sweden,Europe,Telecommunication Services,01/05/2021,Tele2 AB commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2025 and 100% by 2029 from a 2019 base year. Tele2 AB commits to reduce scope 3 GHG emissions 60% per subscription by 2029 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,90%,2025,2019,GHG emissions 
1232,Tele2 AB,,Targets Set,1.5°C,"2025, 2029",,,,No,,Company,No,,Sweden,Europe,Telecommunication Services,01/05/2021,Tele2 AB commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2025 and 100% by 2029 from a 2019 base year. Tele2 AB commits to reduce scope 3 GHG emissions 60% per subscription by 2029 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,100%,2029,2019,GHG emissions 
1233,Tele2 AB,,Targets Set,1.5°C,"2025, 2029",,,,No,,Company,No,,Sweden,Europe,Telecommunication Services,01/05/2021,Tele2 AB commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2025 and 100% by 2029 from a 2019 base year. Tele2 AB commits to reduce scope 3 GHG emissions 60% per subscription by 2029 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,90%,2025,2019,GHG emissions 
1234,Tele2 AB,,Targets Set,1.5°C,"2025, 2029",,,,No,,Company,No,,Sweden,Europe,Telecommunication Services,01/05/2021,Tele2 AB commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2025 and 100% by 2029 from a 2019 base year. Tele2 AB commits to reduce scope 3 GHG emissions 60% per subscription by 2029 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,100%,2029,2019,GHG emissions 
1235,TELEFÓNICA,ES0178430E18,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/07/2019,Spain,Europe,Telecommunication Services,01/07/2021,"Telefonica commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2025, and 80% by 2030 from a 2015 base year. Telefonica commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities 25% by 2025 from a 2016 base year. Telefónica commits to reduce scope 3 GHG emissions from purchased goods and services and capital goods 30% per euro purchased by 2025 from a 2016 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,70%,2025,2015,GHG emissions 
1236,TELEFÓNICA,ES0178430E18,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/07/2019,Spain,Europe,Telecommunication Services,01/07/2021,"Telefonica commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2025, and 80% by 2030 from a 2015 base year. Telefonica commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities 25% by 2025 from a 2016 base year. Telefónica commits to reduce scope 3 GHG emissions from purchased goods and services and capital goods 30% per euro purchased by 2025 from a 2016 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,80%,2030,2015,GHG emissions 
1237,TELEFÓNICA,ES0178430E18,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/07/2019,Spain,Europe,Telecommunication Services,01/07/2021,"Telefonica commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2025, and 80% by 2030 from a 2015 base year. Telefonica commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities 25% by 2025 from a 2016 base year. Telefónica commits to reduce scope 3 GHG emissions from purchased goods and services and capital goods 30% per euro purchased by 2025 from a 2016 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,70%,2025,2015,GHG emissions 
